試行,bh,bc,hloss,cop_shift,cool_a,defrost_f,最高の県,最高円,最安の県,最安円,倍率,札幌円,東京円,札幌_効率一定円,過小評価%,東京の順位,上位5は北海道と東北か
216,16.0,26.0,234.6,1.15,5.7,0.95,北海道,166092,沖縄県,21940,7.57,166092,49865,130294,21.6,24,はい
217,16.0,26.0,270.0,0.85,4.3,0.78,北海道,296482,沖縄県,34592,8.57,296482,77760,202879,31.6,24,はい
218,16.0,26.0,270.0,0.85,4.3,0.85,北海道,279058,沖縄県,34592,8.07,279058,77760,202879,27.3,24,はい
219,16.0,26.0,270.0,0.85,4.3,0.95,北海道,258620,沖縄県,34592,7.48,258620,77760,202879,21.6,24,はい
220,16.0,26.0,270.0,0.85,5.0,0.78,北海道,296482,沖縄県,29192,10.16,296482,76012,202879,31.6,24,はい
221,16.0,26.0,270.0,0.85,5.0,0.85,北海道,279058,沖縄県,29192,9.56,279058,76012,202879,27.3,24,はい
222,16.0,26.0,270.0,0.85,5.0,0.95,北海道,258620,沖縄県,29192,8.86,258620,76012,202879,21.6,24,はい
223,16.0,26.0,270.0,0.85,5.7,0.78,北海道,296482,沖縄県,25250,11.74,296482,74733,202879,31.6,24,はい
224,16.0,26.0,270.0,0.85,5.7,0.85,北海道,279058,沖縄県,25250,11.05,279058,74733,202879,27.3,24,はい
225,16.0,26.0,270.0,0.85,5.7,0.95,北海道,258620,沖縄県,25250,10.24,258620,74733,202879,21.6,24,はい
226,16.0,26.0,270.0,1.0,4.3,0.78,北海道,252010,沖縄県,34592,7.29,252010,67788,172447,31.6,24,はい
227,16.0,26.0,270.0,1.0,4.3,0.85,北海道,237199,沖縄県,34592,6.86,237199,67788,172447,27.3,24,はい
228,16.0,26.0,270.0,1.0,4.3,0.95,北海道,219827,沖縄県,34592,6.35,219827,67788,172447,21.6,24,はい
229,16.0,26.0,270.0,1.0,5.0,0.78,北海道,252010,沖縄県,29192,8.63,252010,66039,172447,31.6,24,はい
230,16.0,26.0,270.0,1.0,5.0,0.85,北海道,237199,沖縄県,29192,8.13,237199,66039,172447,27.3,24,はい
231,16.0,26.0,270.0,1.0,5.0,0.95,北海道,219827,沖縄県,29192,7.53,219827,66039,172447,21.6,24,はい
232,16.0,26.0,270.0,1.0,5.7,0.78,北海道,252010,沖縄県,25250,9.98,252010,64761,172447,31.6,24,はい
233,16.0,26.0,270.0,1.0,5.7,0.85,北海道,237199,沖縄県,25250,9.39,237199,64761,172447,27.3,24,はい
234,16.0,26.0,270.0,1.0,5.7,0.95,北海道,219827,沖縄県,25250,8.71,219827,64761,172447,21.6,24,はい
235,16.0,26.0,270.0,1.15,4.3,0.78,北海道,219139,鹿児島県,32328,6.78,219139,60417,149954,31.6,25,はい
236,16.0,26.0,270.0,1.15,4.3,0.85,北海道,206260,鹿児島県,32328,6.38,206260,60417,149954,27.3,25,はい
237,16.0,26.0,270.0,1.15,4.3,0.95,北海道,191154,鹿児島県,32328,5.91,191154,60417,149954,21.6,25,はい
238,16.0,26.0,270.0,1.15,5.0,0.78,北海道,219139,沖縄県,29192,7.51,219139,58669,149954,31.6,24,はい
239,16.0,26.0,270.0,1.15,5.0,0.85,北海道,206260,沖縄県,29192,7.07,206260,58669,149954,27.3,24,はい
240,16.0,26.0,270.0,1.15,5.0,0.95,北海道,191154,沖縄県,29192,6.55,191154,58669,149954,21.6,24,はい
241,16.0,26.0,270.0,1.15,5.7,0.78,北海道,219139,沖縄県,25250,8.68,219139,57390,149954,31.6,24,はい
242,16.0,26.0,270.0,1.15,5.7,0.85,北海道,206260,沖縄県,25250,8.17,206260,57390,149954,27.3,24,はい
243,16.0,26.0,270.0,1.15,5.7,0.95,北海道,191154,沖縄県,25250,7.57,191154,57390,149954,21.6,24,はい
244,18.0,23.0,200.0,0.85,4.3,0.78,北海道,257009,宮崎県,49892,5.15,257009,87403,180582,29.7,24,はい
245,18.0,23.0,200.0,0.85,4.3,0.85,北海道,242641,宮崎県,49892,4.86,242641,87403,180582,25.6,24,はい
246,18.0,23.0,200.0,0.85,4.3,0.95,北海道,225789,宮崎県,49892,4.53,225789,87403,180582,20.0,24,はい
247,18.0,23.0,200.0,0.85,5.0,0.78,北海道,256617,鹿児島県,46485,5.52,256617,84025,180190,29.8,24,はい
248,18.0,23.0,200.0,0.85,5.0,0.85,北海道,242249,鹿児島県,46485,5.21,242249,84025,180190,25.6,24,はい
249,18.0,23.0,200.0,0.85,5.0,0.95,北海道,225397,鹿児島県,46485,4.85,225397,84025,180190,20.1,24,はい
250,18.0,23.0,200.0,0.85,5.7,0.78,北海道,256322,沖縄県,43078,5.95,256322,81545,179895,29.8,24,はい
251,18.0,23.0,200.0,0.85,5.7,0.85,北海道,241955,沖縄県,43078,5.62,241955,81545,179895,25.6,24,はい
252,18.0,23.0,200.0,0.85,5.7,0.95,北海道,225103,沖縄県,43078,5.23,225103,81545,179895,20.1,24,はい
253,18.0,23.0,200.0,1.0,4.3,0.78,北海道,218871,宮崎県,45252,4.84,218871,77604,153908,29.7,25,はい
254,18.0,23.0,200.0,1.0,4.3,0.85,北海道,206659,宮崎県,45252,4.57,206659,77604,153908,25.5,25,はい
255,18.0,23.0,200.0,1.0,4.3,0.95,北海道,192335,宮崎県,45252,4.25,192335,77604,153908,20.0,25,はい
256,18.0,23.0,200.0,1.0,5.0,0.78,北海道,218479,宮崎県,42321,5.16,218479,74227,153516,29.7,24,はい
257,18.0,23.0,200.0,1.0,5.0,0.85,北海道,206267,宮崎県,42321,4.87,206267,74227,153516,25.6,24,はい
258,18.0,23.0,200.0,1.0,5.0,0.95,北海道,191943,宮崎県,42321,4.54,191943,74227,153516,20.0,24,はい
259,18.0,23.0,200.0,1.0,5.7,0.78,北海道,218185,鹿児島県,39833,5.48,218185,71746,153222,29.8,24,はい
260,18.0,23.0,200.0,1.0,5.7,0.85,北海道,205973,鹿児島県,39833,5.17,205973,71746,153222,25.6,24,はい
261,18.0,23.0,200.0,1.0,5.7,0.95,北海道,191648,鹿児島県,39833,4.81,191648,71746,153222,20.1,24,はい
